           2          80   1718.3506029531095        1210.3874401644327               4.4289362350259225
           3         168   996.83196177625371        903.75937787808039               3.3040525104904885
           4         288   1477.5370801630158        574.54010448863414               1.9224774793770871     
           5         440   140.29395506047527        164.93261056379973               0.87663673762682248
           6         624   35.320706183852764        18.955022308651312               0.75513931283004532
           7         840   39.497828582522502        30.971877457729740               0.74601901764768974      
           8        1088   19.011488449803057        15.779959177701389               0.73563412635087799     
           9        1368   6.1963666261143624        5.4457235789738689               0.73312609450244315
          10        1680   1.5600843873580954        1.4484150972212906               0.73314742599437954     
          11        2024  0.51322146678204528       0.46749572859777161               0.73339095594626025     
          12        2400  0.50970631841329439       0.37457820407547010               0.73364745286211597    
          13        2808  0.56293994808714198       0.37152623296343462               0.73392173917653569     


